AssetCIDMSComponentTypeID,AssetCIDMSComponentTypeDesc,AssetCIDMSAssetTypeID,Enabled,DateCaptured,CapturerID,DateModified,ModifierID,Default
316,Megaphone,336,1,2021-05-07 16:20:56.997,199,NULL,NULL,NULL
317,Mic Stand,336,1,2021-05-07 16:21:44.153,199,NULL,NULL,NULL
318,Microphones,336,1,2021-05-07 16:22:29.097,199,NULL,NULL,NULL
319,Microwave,336,1,2021-05-07 16:23:11.337,199,NULL,NULL,NULL
320,Mixing Console,336,1,2021-05-07 16:24:06.093,199,NULL,NULL,NULL
321,Monitor,336,1,2021-05-07 16:24:58.423,199,NULL,NULL,NULL
322,Notice Board,336,1,2021-05-07 16:25:46.173,199,NULL,NULL,NULL
323,OLYMPUS DIGITAL VOICE RECORDER,336,1,2021-05-07 16:26:29.737,199,NULL,NULL,NULL
324,Pedenza,336,1,2021-05-07 16:27:11.087,199,NULL,NULL,NULL
325,Pedestal,336,1,2021-05-07 16:27:52.357,199,NULL,NULL,NULL
326,Phone,336,1,2021-05-07 16:28:34.113,199,NULL,NULL,NULL
327,Pigeon Hole,336,1,2021-05-07 16:29:13.503,199,NULL,NULL,NULL
328,Pin Board,336,1,2021-05-07 16:30:37.747,199,NULL,NULL,NULL
329,Podium,336,1,2021-05-07 16:31:16.670,199,NULL,NULL,NULL
330,Portable Drive,336,1,2021-05-07 16:31:56.887,199,NULL,NULL,NULL
331,Post Box,336,1,2021-05-07 16:32:36.540,199,NULL,NULL,NULL
332,Printer,336,1,2021-05-07 16:33:18.633,199,NULL,NULL,NULL
333,Projector,336,1,2021-05-07 16:33:57.787,199,NULL,NULL,NULL
334,Rack Server,336,1,2021-05-07 16:34:37.927,199,NULL,NULL,NULL
335,Recorder,336,1,2021-05-07 16:35:21.820,199,NULL,NULL,NULL
336,Roof rack,336,1,2021-05-07 16:36:09.207,199,NULL,NULL,NULL
337,Router,336,1,2021-05-07 16:36:50.393,199,NULL,NULL,NULL
338,Safe,336,1,2021-05-07 16:37:29.657,199,NULL,NULL,NULL
339,Screen,336,1,2021-05-07 16:38:10.720,199,NULL,NULL,NULL
340,Screen Divider,336,1,2021-05-07 16:38:59.830,199,NULL,NULL,NULL
341,Seater,336,1,2021-05-07 16:39:42.407,199,NULL,NULL,NULL
342,Server,336,1,2021-05-07 16:40:42.093,199,NULL,NULL,NULL
343,Shelf,336,1,2021-05-07 16:41:32.067,199,NULL,NULL,NULL
344,Shelving,336,1,2021-05-07 16:43:52.847,199,NULL,NULL,NULL
345,Shredder,336,1,2021-05-07 16:47:13.780,199,NULL,NULL,NULL
346,Speaker,336,1,2021-05-07 16:47:54.503,199,NULL,NULL,NULL
347,Speaker Stand,336,1,2021-05-07 16:48:40.510,199,NULL,NULL,NULL
348,Speed Measuring Intrument,336,1,2021-05-07 16:49:23.300,199,NULL,NULL,NULL
349,Speed Trapper,336,1,2021-05-07 16:50:07.890,199,NULL,NULL,NULL
350,Stand,336,1,2021-05-07 16:50:53.983,199,NULL,NULL,NULL
351,Suggestion Box,336,1,2021-05-07 16:51:34.590,199,NULL,NULL,NULL
352,Switch,336,1,2021-05-07 16:52:15.680,199,NULL,NULL,NULL
353,Switchboard,336,1,2021-05-07 16:52:55.317,199,NULL,NULL,NULL
354,Table,336,1,2021-05-07 16:53:36.463,199,NULL,NULL,NULL
355,Tender Box,336,1,2021-05-07 16:54:21.510,199,NULL,NULL,NULL
356,Tennis Table,336,1,2021-05-07 16:55:00.807,199,NULL,NULL,NULL
357,Trunk,336,1,2021-05-07 16:55:40.357,199,NULL,NULL,NULL
358,Urn,336,1,2021-05-07 16:56:22.953,199,NULL,NULL,NULL
359,Vacuum Cleaner,336,1,2021-05-07 16:57:04.530,199,NULL,NULL,NULL
360,Voice Recorder,336,1,2021-05-07 16:57:50.723,199,NULL,NULL,NULL
361,Wall unit,336,1,2021-05-07 16:58:38.540,199,NULL,NULL,NULL
362,Whiteboard,336,1,2021-05-07 16:59:35.620,199,NULL,NULL,NULL
363,Workstation,336,1,2021-05-07 17:00:19.393,199,NULL,NULL,NULL
364,Water Dispenser,336,1,2021-05-07 17:01:10.820,199,NULL,NULL,NULL
365,Tray,337,1,2021-05-07 17:03:51.810,199,NULL,NULL,NULL
366,Trolley,337,1,2021-05-07 17:04:36.837,199,NULL,NULL,NULL
367,Light Box,338,1,2021-05-07 17:05:51.533,199,NULL,NULL,NULL
368,BROWNING FIREARM 9MM,339,1,2021-05-07 17:56:25.397,199,NULL,NULL,NULL
369,Haelgeweer,339,1,2021-05-07 17:57:10.233,199,NULL,NULL,NULL
370,NORINCO 213 9MMP PISTOLS,339,1,2021-05-07 17:57:50.967,199,NULL,NULL,NULL
371,NORINCO NZ 75,339,1,2021-05-07 17:58:40.513,199,NULL,NULL,NULL
372,PISTOL HELWAN KAL,339,1,2021-05-07 17:59:24.240,199,NULL,NULL,NULL
373,PISTOL NORINCO KAL,339,1,2021-05-07 18:00:13.677,199,NULL,NULL,NULL
374,Revolver,339,1,2021-05-07 18:00:56.267,199,NULL,NULL,NULL
375,Security System,339,1,2021-05-07 18:01:49.243,199,NULL,NULL,NULL
376,Bakkie,341,1,2021-05-10 14:08:08.677,199,NULL,NULL,NULL
377,Bus,341,1,2021-05-10 14:08:58.503,199,NULL,NULL,NULL
378,Car,341,1,2021-05-10 14:09:46.943,199,NULL,NULL,NULL
379,Combi,341,1,2021-05-10 14:10:34.267,199,NULL,NULL,NULL
380,Jeep,341,1,2021-05-10 14:11:23.600,199,NULL,NULL,NULL
381,Trailer,341,1,2021-05-10 14:12:25.553,199,NULL,NULL,NULL
382,Truck,341,1,2021-05-10 14:13:10.460,199,NULL,NULL,NULL
383,Radio,340,1,2021-05-10 14:15:39.533,199,NULL,NULL,NULL
384,Jack,340,1,2021-05-10 14:17:22.053,199,NULL,NULL,NULL
385,Chainsaw,340,1,2021-05-10 14:18:54.913,199,NULL,NULL,NULL
386,Trimmer,340,1,2021-05-10 14:25:11.387,199,NULL,NULL,NULL
387,Battery Charger,340,1,2021-05-10 14:26:22.277,199,NULL,NULL,NULL
388,Bench Presser,340,1,2021-05-10 14:28:27.107,199,NULL,NULL,NULL
389,Bin,340,1,2021-05-10 14:29:20.533,199,NULL,NULL,NULL
390,Blower,340,1,2021-05-10 14:30:12.977,199,NULL,NULL,NULL
391,TLB,340,1,2021-05-10 14:31:02.873,199,NULL,NULL,NULL
392,Generator,340,1,2021-05-10 14:31:58.567,199,NULL,NULL,NULL
393,Dumbells,340,1,2021-05-10 14:32:52.870,199,NULL,NULL,NULL
394,Diesel Bowser,340,1,2021-05-10 14:33:59.087,199,NULL,NULL,NULL
395,Excavator,340,1,2021-05-10 14:34:45.737,199,NULL,NULL,NULL
396,Fumigator,340,1,2021-05-10 14:41:49.683,199,NULL,NULL,NULL
397,Grader,340,1,2021-05-10 14:42:39.127,199,NULL,NULL,NULL
398,Grass cutter,340,1,2021-05-10 14:43:30.663,199,NULL,NULL,NULL
399,Roller,340,1,2021-05-11 08:00:53.020,199,NULL,NULL,NULL
400,Picker,340,1,2021-05-11 08:01:51.610,199,NULL,NULL,NULL
401,Converter,340,1,2021-05-11 08:02:48.363,199,NULL,NULL,NULL
402,Lawnmower,340,1,2021-05-11 08:03:53.193,199,NULL,NULL,NULL
403,Weight,340,1,2021-05-11 08:04:39.730,199,NULL,NULL,NULL
404,Mower,340,1,2021-05-11 08:05:32.423,199,NULL,NULL,NULL
405,Measuring Wheel,340,1,2021-05-11 08:06:44.150,199,NULL,NULL,NULL
406,Pruner,340,1,2021-05-11 08:07:48.830,199,NULL,NULL,NULL
407,Compactor,340,1,2021-05-11 08:09:14.083,199,NULL,NULL,NULL
408,Compressor,340,1,2021-05-11 08:10:05.227,199,NULL,NULL,NULL
409,Crane,340,1,2021-05-11 08:10:51.280,199,NULL,NULL,NULL
410,Lights,340,1,2021-05-11 08:11:51.493,199,NULL,NULL,NULL
411,Tipper,340,1,2021-05-11 08:12:57.883,199,NULL,NULL,NULL
412,Pressing Machine,340,1,2021-05-11 08:14:17.453,199,NULL,NULL,NULL
413,Marking Machine,340,1,2021-05-11 08:15:08.287,199,NULL,NULL,NULL
414,Drill,340,1,2021-05-11 08:16:04.900,199,NULL,NULL,NULL
415,Concrete Cutter,340,1,2021-05-11 08:17:05.743,199,NULL,NULL,NULL
416,Tanker,340,1,2021-05-11 08:17:56.883,199,NULL,NULL,NULL
417,Water Dispenser,340,1,2021-05-11 08:18:55.213,199,NULL,NULL,NULL
418,Tractor,340,1,2021-05-11 08:19:49.803,199,NULL,NULL,NULL
419,Tredmill,340,1,2021-05-11 08:20:51.380,199,NULL,NULL,NULL
420,Waterwell,340,1,2021-05-11 08:22:07.550,199,NULL,NULL,NULL
421,Water Pump,340,1,2021-05-11 08:22:58.873,199,NULL,NULL,NULL
422,Welding Machine,340,1,2021-05-11 08:23:52.920,199,NULL,NULL,NULL
423,CHAIR HIGH BACK,336,1,2021-05-11 09:17:37.893,199,NULL,NULL,NULL
424,Walls,342,1,2021-06-11 14:27:44.353,199,NULL,NULL,NULL
425,Kerb Inlet,343,1,2021-06-11 14:28:17.303,199,NULL,NULL,NULL
426,External Furniture,344,1,2021-06-11 14:28:48.797,199,NULL,NULL,NULL
427,Footpath,344,1,2021-06-11 14:29:11.670,199,NULL,NULL,NULL
428,Perimeter Protection,344,1,2021-06-11 14:29:34.530,199,NULL,NULL,NULL
429,Carport,344,1,2021-06-11 14:29:57.043,199,NULL,NULL,NULL
430,Land,345,1,2021-06-11 14:30:19.133,199,NULL,NULL,NULL
431,Road Structural Layer,346,1,2021-06-11 14:30:41.753,199,NULL,NULL,NULL
432,External Furniture,347,1,2021-06-11 14:37:37.420,199,NULL,NULL,NULL
433,Paving,353,1,2021-06-14 10:10:56.027,199,NULL,NULL,NULL
434,Small Building - Enclosure,353,1,2021-06-14 10:12:13.950,199,NULL,NULL,NULL
435,Walls,353,1,2021-06-14 10:13:10.183,199,NULL,NULL,NULL
436,RC Structure,352,1,2021-06-14 10:14:17.397,199,NULL,NULL,NULL
437,Carport,351,1,2021-06-14 10:15:31.310,199,NULL,NULL,NULL
438,Landscaping,351,1,2021-06-14 10:16:23.687,199,NULL,NULL,NULL
439,Paving,351,1,2021-06-14 10:17:22.953,199,NULL,NULL,NULL
440,Perimeter Protection,351,1,2021-06-14 10:18:09.910,199,NULL,NULL,NULL
441,Land,350,1,2021-06-14 10:19:26.283,199,NULL,NULL,NULL
442,Road Structural Layer,349,1,2021-06-14 10:20:40.013,199,NULL,NULL,NULL
443,Land,334,1,2021-06-14 10:22:21.607,199,NULL,NULL,NULL
444,Land,384,1,2021-06-14 11:14:37.080,199,NULL,NULL,NULL
445,Small Building - Enclosure,385,1,2021-06-14 11:17:49.700,199,NULL,NULL,NULL
446,Walls,385,1,2021-06-14 11:19:04.660,199,NULL,NULL,NULL
447,Kerb Inlet,386,1,2021-06-14 11:20:46.867,199,NULL,NULL,NULL
448,Pipe - Storm Water,386,1,2021-06-14 11:22:30.060,199,NULL,NULL,NULL
449,RC Structure,386,1,2021-06-14 11:23:29.723,199,NULL,NULL,NULL
450,Steel Structure,386,1,2021-06-14 11:25:00.853,199,NULL,NULL,NULL
451,Tank,386,1,2021-06-14 11:25:55.743,199,NULL,NULL,NULL
452,Walls,387,1,2021-06-14 11:27:32.497,199,NULL,NULL,NULL
453,Carport,388,1,2021-06-14 11:46:29.057,199,NULL,NULL,NULL
454,External Furniture,388,1,2021-06-14 11:47:32.997,199,NULL,NULL,NULL
455,External Lighting,388,1,2021-06-14 11:48:22.477,199,NULL,NULL,NULL
456,Footpath,388,1,2021-06-14 11:49:15.333,199,NULL,NULL,NULL
457,Landscaping,388,1,2021-06-14 11:50:09.030,199,NULL,NULL,NULL
458,Perimeter Protection,388,1,2021-06-14 11:51:02.573,199,NULL,NULL,NULL
459,Sign - General,388,1,2021-06-14 11:51:53.960,199,NULL,NULL,NULL
460,Land,389,1,2021-06-14 11:53:32.227,199,NULL,NULL,NULL
461,Road Structural Layer,390,1,2021-06-14 11:54:52.387,199,NULL,NULL,NULL
462,Small Building - Enclosure,354,1,2021-06-14 12:12:15.550,199,NULL,NULL,NULL
463,Walls,354,1,2021-06-14 12:13:09.340,199,NULL,NULL,NULL
464,Perimeter Protection,355,1,2021-06-14 12:14:08.347,199,NULL,NULL,NULL
465,Sign - General,355,1,2021-06-14 12:16:20.990,199,NULL,NULL,NULL
466,Land,356,1,2021-06-14 12:17:25.103,199,NULL,NULL,NULL
467,Road Structural Layer,357,1,2021-06-14 12:18:23.363,199,NULL,NULL,NULL
468,Earthworks,357,1,2021-06-14 12:19:29.263,199,NULL,NULL,NULL
469,Kerb,357,1,2021-06-14 12:20:36.130,199,NULL,NULL,NULL
470,Land,358,1,2021-06-14 12:22:11.350,199,NULL,NULL,NULL
471,Small Building - Enclosure,359,1,2021-06-14 12:23:14.567,199,NULL,NULL,NULL
472,Perimeter Protection,360,1,2021-06-14 12:24:31.300,199,NULL,NULL,NULL
473,Land,361,1,2021-06-14 12:26:21.067,199,NULL,NULL,NULL
474,Perimeter Protection,363,1,2021-06-14 12:27:40.727,199,NULL,NULL,NULL
475,Walls,362,1,2021-06-14 12:28:44.497,199,NULL,NULL,NULL
476,Small Building - Enclosure,362,1,2021-06-14 12:29:51.367,199,NULL,NULL,NULL
477,Small Building - Enclosure,364,1,2021-06-14 12:31:49.670,199,NULL,NULL,NULL
478,Walls,364,1,2021-06-14 12:32:57.643,199,NULL,NULL,NULL
479,Channel,365,1,2021-06-14 12:34:19.117,199,NULL,NULL,NULL
480,Steel Structure,365,1,2021-06-14 12:35:24.340,199,NULL,NULL,NULL
481,Tank,365,1,2021-06-14 12:36:22.250,199,NULL,NULL,NULL
482,External Furniture,366,1,2021-06-14 12:37:57.010,199,NULL,NULL,NULL
483,External Lighting,366,1,2021-06-14 12:39:00.487,199,NULL,NULL,NULL
484,Footpath,366,1,2021-06-14 12:39:55.110,199,NULL,NULL,NULL
485,Landscaping,366,1,2021-06-14 12:40:58.617,199,NULL,NULL,NULL
486,Paving,366,1,2021-06-14 12:41:55.583,199,NULL,NULL,NULL
487,Perimeter Protection,366,1,2021-06-14 12:42:53.063,199,NULL,NULL,NULL
488,Land,367,1,2021-06-14 12:44:11.603,199,NULL,NULL,NULL
489,Walls,368,1,2021-06-14 12:45:31.227,199,NULL,NULL,NULL
490,External Furniture,369,1,2021-06-14 12:46:31.587,199,NULL,NULL,NULL
491,External Lighting,369,1,2021-06-14 12:47:41.337,199,NULL,NULL,NULL
492,Footpath,369,1,2021-06-14 12:48:43.710,199,NULL,NULL,NULL
493,Paving,369,1,2021-06-14 12:49:39.797,199,NULL,NULL,NULL
494,Perimeter Protection,369,1,2021-06-14 12:50:33.967,199,NULL,NULL,NULL
495,Small Building - Enclosure,369,1,2021-06-14 12:51:29.770,199,NULL,NULL,NULL
496,Land,370,1,2021-06-14 12:52:31.213,199,NULL,NULL,NULL
497,Walls,371,1,2021-06-14 12:53:54.287,199,NULL,NULL,NULL
498,Small Building - Enclosure,371,1,2021-06-14 12:54:51.267,199,NULL,NULL,NULL
499,RC Structure,372,1,2021-06-14 12:56:04.897,199,NULL,NULL,NULL
500,Steel Structure,372,1,2021-06-14 12:57:04.743,199,NULL,NULL,NULL
501,Tank,372,1,2021-06-14 12:57:59.797,199,NULL,NULL,NULL
502,Valve - Water,372,1,2021-06-14 12:58:55.077,199,NULL,NULL,NULL
503,External Furniture,373,1,2021-06-14 13:02:59.730,199,NULL,NULL,NULL
504,External Lighting,373,1,2021-06-14 13:03:54.270,199,NULL,NULL,NULL
505,Footpath,373,1,2021-06-14 13:04:56.163,199,NULL,NULL,NULL
506,Irrigation,373,1,2021-06-14 13:10:05.280,199,NULL,NULL,NULL
507,Landscaping,373,1,2021-06-14 13:11:19.433,199,NULL,NULL,NULL
508,Perimeter Protection,373,1,2021-06-14 13:12:19.660,199,NULL,NULL,NULL
509,Sign - General,373,1,2021-06-14 13:13:24.490,199,NULL,NULL,NULL
510,Small Building - Enclosure,373,1,2021-06-14 13:14:23.693,199,NULL,NULL,NULL
511,Land,374,1,2021-06-14 13:15:59.917,199,NULL,NULL,NULL
512,Land,375,1,2021-06-14 13:24:01.447,199,NULL,NULL,NULL
513,Fabricated Steel,376,1,2021-06-14 13:25:36.780,199,NULL,NULL,NULL
514,Walls,377,1,2021-06-14 13:35:05.107,199,NULL,NULL,NULL
515,RC Structure,377,1,2021-06-14 13:36:06.540,199,NULL,NULL,NULL
516,Culvert,378,1,2021-06-14 13:37:08.133,199,NULL,NULL,NULL
517,Earthworks,378,1,2021-06-14 13:38:17.533,199,NULL,NULL,NULL
518,Irrigation,378,1,2021-06-14 13:39:19.223,199,NULL,NULL,NULL
519,Masonry Structure,378,1,2021-06-14 13:40:14.537,199,NULL,NULL,NULL
520,Pipe - Storm Water,378,1,2021-06-14 13:41:18.830,199,NULL,NULL,NULL
521,RC Structure,378,1,2021-06-14 13:42:18.763,199,NULL,NULL,NULL
522,Steel Structure,378,1,2021-06-14 13:43:18.600,199,NULL,NULL,NULL
523,Tank,378,1,2021-06-14 13:44:16.063,199,NULL,NULL,NULL
524,External Furniture,379,1,2021-06-14 13:45:24.087,199,NULL,NULL,NULL
525,External Lighting,379,1,2021-06-14 13:46:26.743,199,NULL,NULL,NULL
526,Paving,379,1,2021-06-14 13:47:40.090,199,NULL,NULL,NULL
527,Perimeter Protection,379,1,2021-06-14 13:49:13.033,199,NULL,NULL,NULL
528,Sign - General,379,1,2021-06-14 13:50:21.417,199,NULL,NULL,NULL
529,Land,380,1,2021-06-14 13:51:25.293,199,NULL,NULL,NULL
530,Fabricated Steel,381,1,2021-06-14 13:52:50.297,199,NULL,NULL,NULL
531,Steel Structure,381,1,2021-06-14 13:53:52.980,199,NULL,NULL,NULL
532,Road Structural Layer,382,1,2021-06-14 13:54:59.137,199,NULL,NULL,NULL
533,Fabricated Steel,383,1,2021-06-14 13:55:59.653,199,NULL,NULL,NULL
534,Sports Field,383,1,2021-06-14 13:57:14.320,199,NULL,NULL,NULL
535,Road Structural Layer,272,1,2021-06-14 15:06:13.250,199,NULL,NULL,NULL
536,LV Overhead Line,174,1,2021-06-14 15:18:05.147,199,NULL,NULL,NULL
537,High Mast Light,302,1,2021-06-14 15:22:11.903,199,NULL,NULL,NULL
538,Street Lights,302,1,2021-06-14 15:24:28.837,199,NULL,NULL,NULL
539,Retaining Wall,41,1,2021-06-14 15:27:19.527,199,NULL,NULL,NULL
540,Steel Structure,41,1,2021-06-14 15:28:22.537,199,NULL,NULL,NULL
541,Pedestrian Bridge Railing,309,1,2021-06-14 15:45:22.893,199,NULL,NULL,NULL
542,Sign - GeneralSign - Regulatory,309,1,2021-06-14 15:48:28.313,199,NULL,NULL,NULL
543,Street Lights,309,1,2021-06-14 15:53:49.573,199,NULL,NULL,NULL
544,Commuter Bench,309,1,2021-06-14 15:56:07.160,199,NULL,NULL,NULL
545,Earthworks,96,1,2021-06-14 16:01:38.403,199,NULL,NULL,NULL
546,Paving,272,1,2021-06-14 16:03:16.937,199,NULL,NULL,NULL
547,Road Surface,272,1,2021-06-14 16:04:39.670,199,NULL,NULL,NULL
548,Street Lights,272,1,2021-06-14 16:06:02.263,199,NULL,NULL,NULL
549,Carport,391,1,2021-06-14 16:08:09.770,199,NULL,NULL,NULL
550,Grid Inlet,391,1,2021-06-14 16:09:12.357,199,NULL,NULL,NULL
551,Kerb,391,1,2021-06-14 16:10:43.950,199,NULL,NULL,NULL
552,Kerb Inlet,391,1,2021-06-14 16:11:46.037,199,NULL,NULL,NULL
553,Subsoil Drains,391,1,2021-06-14 16:12:51.360,199,NULL,NULL,NULL
554,Gabions,44,1,2021-06-14 16:14:28.520,199,NULL,NULL,NULL
555,RC Structure,44,1,2021-06-14 16:15:31.837,199,NULL,NULL,NULL
556,Sign - Regulatory,44,1,2021-06-14 16:16:41.863,199,NULL,NULL,NULL
557,Channel,79,1,2021-06-14 16:18:10.367,199,NULL,NULL,NULL
558,Culvert,79,1,2021-06-14 16:19:14.773,199,NULL,NULL,NULL
559,RC Structure,79,1,2021-06-14 16:20:16.807,199,NULL,NULL,NULL
560,Road Bridge Abutment,79,1,2021-06-14 16:21:21.247,199,NULL,NULL,NULL
561,Pipe - Sewer,295,1,2021-06-14 16:22:55.520,199,NULL,NULL,NULL
562,Pipe - Storm Water,295,1,2021-06-14 16:23:56.327,199,NULL,NULL,NULL
563,Pipe - Water,295,1,2021-06-14 16:24:59.677,199,NULL,NULL,NULL
564,Pipe Bridge Substructure,295,1,2021-06-14 16:26:07.643,199,NULL,NULL,NULL
565,Airconditioner,338,1,2021-06-15 16:09:12.657,199,NULL,NULL,NULL
566,Laminator,338,1,2021-06-15 16:10:31.277,199,NULL,NULL,NULL
567,Alcohol test,338,1,2021-06-15 16:11:37.157,199,NULL,NULL,NULL
568,Camera,338,1,2021-06-15 16:12:58.027,199,NULL,NULL,NULL
569,Heater,338,1,2021-06-15 16:14:15.837,199,NULL,NULL,NULL
570,Folding Machine,338,1,2021-06-15 16:15:23.803,199,NULL,NULL,NULL
571,Franking Machine,338,1,2021-06-15 16:16:39.170,199,NULL,NULL,NULL
572,Megaphone,338,1,2021-06-15 16:17:58.377,199,NULL,NULL,NULL
573,Box,338,1,2021-06-15 16:26:23.000,199,NULL,NULL,NULL
574,Bulk Filer,338,1,2021-06-15 16:27:29.137,199,NULL,NULL,NULL
575,Board,338,1,2021-06-15 16:28:36.097,199,NULL,NULL,NULL
576,Binding Machine,338,1,2021-06-15 16:29:46.377,199,NULL,NULL,NULL
577,Cash Drawer,338,1,2021-06-15 16:30:52.370,199,NULL,NULL,NULL
578,Cell Phone,338,1,2021-06-15 16:32:02.060,199,NULL,NULL,NULL
579,Divider,338,1,2021-06-15 16:33:09.653,199,NULL,NULL,NULL
580,Mic Stand,338,1,2021-06-15 16:34:45.680,199,NULL,NULL,NULL
581,Recorder,338,1,2021-06-15 16:35:50.500,199,NULL,NULL,NULL
582,Safe,338,1,2021-06-15 16:36:56.153,199,NULL,NULL,NULL
583,Shredder,338,1,2021-06-15 16:38:03.443,199,NULL,NULL,NULL
584,Speaker Stand,338,1,2021-06-15 16:39:11.723,199,NULL,NULL,NULL
585,Trolley,338,1,2021-06-15 16:40:19.323,199,NULL,NULL,NULL
586,Vacuum Cleaner,338,1,2021-06-15 16:41:27.203,199,NULL,NULL,NULL
587,Water Dispenser,338,1,2021-06-15 16:42:49.917,199,NULL,NULL,NULL
588,Fridge,337,1,2021-06-15 16:55:45.197,199,NULL,NULL,NULL
589,Laptop,392,1,2021-06-15 17:04:21.173,199,NULL,NULL,NULL
590,Ipad,392,1,2021-06-15 17:05:37.180,199,NULL,NULL,NULL
591,Media Player,393,1,2021-06-15 17:07:28.057,199,NULL,NULL,NULL
592,Desktop Computer,392,1,2021-06-15 17:18:09.573,199,NULL,NULL,NULL
593,External Drive,392,1,2021-06-15 17:19:31.540,199,NULL,NULL,NULL
594,Firewall,392,1,2021-06-15 17:20:45.107,199,NULL,NULL,NULL
595,Monitor,392,1,2021-06-15 17:22:05.530,199,NULL,NULL,NULL
596,Printer,392,1,2021-06-15 17:23:16.557,199,NULL,NULL,NULL
597,Router,392,1,2021-06-15 17:26:05.427,199,NULL,NULL,NULL
598,Server,392,1,2021-06-15 17:27:33.270,199,NULL,NULL,NULL
599,Switch,392,1,2021-06-15 17:28:55.150,199,NULL,NULL,NULL
600,UPS,392,1,2021-06-15 17:30:09.957,199,NULL,NULL,NULL
601,Microphone,393,1,2021-06-15 17:38:42.667,199,NULL,NULL,NULL
602,Mixing  Console,393,1,2021-06-15 17:39:59.893,199,NULL,NULL,NULL
603,Projector,393,1,2021-06-15 17:41:13.790,199,NULL,NULL,NULL
604,Projector Screen,393,1,2021-06-15 17:42:25.403,199,NULL,NULL,NULL
605,Speaker,393,1,2021-06-15 17:43:35.027,199,NULL,NULL,NULL
606,Fire Arm,339,1,2021-06-15 17:48:58.207,199,NULL,NULL,NULL
607,Speed Trap,339,1,2021-06-15 17:50:25.907,199,NULL,NULL,NULL
608,Benchpress,2,1,2021-06-15 17:54:35.790,199,2021-07-19 11:24:59.090,199,NULL
609,Brushcutter,340,1,2021-06-15 17:56:04.340,199,NULL,NULL,NULL
610,Chain Saw,340,1,2021-06-15 17:57:18.173,199,NULL,NULL,NULL
611,Cherry Picker,340,1,2021-06-15 17:59:52.647,199,NULL,NULL,NULL
612,Concrete Cutter Machine,340,1,2021-06-15 18:01:17.537,199,NULL,NULL,NULL
613,Skip Bin,340,1,2021-06-15 18:11:45.803,199,NULL,NULL,NULL
614,Scanner,340,1,2021-06-15 18:12:59.943,199,NULL,NULL,NULL
615,Grid Roller,340,1,2021-06-15 18:14:10.890,199,NULL,NULL,NULL
616,Road Marking Machine,340,1,2021-06-15 18:15:25.787,199,NULL,NULL,NULL
617,Hauler,340,1,2021-06-15 18:16:39.790,199,NULL,NULL,NULL
618,Emergency Lights,340,1,2021-06-15 18:18:07.153,199,NULL,NULL,NULL
619,GYM Equipment,340,1,2021-06-15 18:19:19.497,199,NULL,NULL,NULL
620,Fumigation Machine,340,1,2021-06-15 18:21:07.150,199,NULL,NULL,NULL
621,Plate Compactor,340,1,2021-06-15 18:22:21.033,199,NULL,NULL,NULL
622,Microwave,337,1,2021-06-15 18:29:58.687,199,NULL,NULL,NULL
623,Motor Vehicles,341,1,2021-06-15 18:35:31.753,199,NULL,NULL,NULL
